Freq,S11dB,S11deg,S21dB,S21deg,S12dB,S12deg,S22dB,S22deg,5V Supply Current [A],2V Supply Current [A],-3V3 Supply Current [A],5V Supply Voltage [V],2V Supply Voltage [V],-3V3 Supply Voltage [V],5V Supply Quiescent Current [A],2V Supply Quiescent Current [A],-3V3 Supply Quiescent Current [A],sn,path,temp,group_delay_ns,group_delay_ns_60_mhz,S21dB_60_mhz,group_delay_ns_120_mhz,S21dB_120_mhz,group_delay_ns_250_mhz,S21dB_250_mhz,group_delay_ns_400_mhz,S21dB_400_mhz,group_delay_ns_500_mhz,S21dB_500_mhz,group_delay_ns_1000_mhz,S21dB_1000_mhz,group_delay_ns_2400_mhz,S21dB_2400_mhz
27600000000.0,-7.402053333333334,-5.288,45.945543701277536,-388.2278631093543,-96.2203,-431.1574,-12.705500000000002,35.058,0.0168970674276351,0.3623664081096649,-0.0074202148243784,5.000000476837158,2.0,-3.299999952316284,0.0171767193824052,0.3636562526226043,-0.0074229100719094,RXEM1-000036,1,-20.0,1.7012699897525956,7.327471962526033e-15,0.4687696729208355,1.4210854715202004e-14,1.0244883857484268,0.007639007221966088,2.1285266859811642,0.043623148148153934,3.07291780616481,0.0716796296296236,3.5149260123014017,0.12712469135796778,4.838075705245302,0.2035450617283565,7.646663883169715
27610000000.0,-7.344646666666668,-3.8085,46.03688655400457,-394.35243507246366,-87.4032,-445.8109,-12.762913333333334,34.9813,0.0168970674276351,0.3623664081096649,-0.0074202148243784,5.000000476837158,2.0,-3.299999952316284,0.0171767193824052,0.3636562526226043,-0.0074229100719094,RXEM1-000036,1,-20.0,1.701269989752603,1.4210854715202004e-14,0.5252028283962815,1.4210854715202004e-14,1.0986411863029701,0.01715424901190965,2.2670436096975877,0.043623148148153934,3.1535678595432657,0.0729438271605074,3.6141468968097143,0.12999783950614408,4.838075705245302,0.2035450617283565,7.646663883169715
27620000000.0,-7.321700000000001,-8.2703,46.14177250616601,-400.477007035573,-81.2409,-448.2065,-12.808213333333335,35.9706,0.0168970674276351,0.3623664081096649,-0.0074202148243784,5.000000476837158,2.0,-3.299999952316284,0.0171767193824052,0.3636562526226043,-0.0074229100719094,RXEM1-000036,1,-20.0,1.701269989752603,1.4210854715202004e-14,0.5676416202142534,1.4210854715202004e-14,1.1633892783190944,0.01715424901190965,2.3922785487735823,0.048567283950625484,3.2417476668319978,0.0729438271605074,3.6882020837130156,0.13457901234570668,4.838075705245302,0.2035450617283565,7.646663883169715
27630000000.0,-7.417880000000001,-6.3225,46.25484193661622,-406.6015789986824,-85.2621,-490.1810999999999,-12.828000000000003,37.7564,0.0168970674276351,0.3623664081096649,-0.0074202148243784,5.000000476837158,2.0,-3.299999952316284,0.0171767193824052,0.3636562526226043,-0.0074229100719094,RXEM1-000036,1,-20.0,1.701269989752603,1.4210854715202004e-14,0.5943619331771046,1.4210854715202004e-14,1.2508271964833568,0.01849753086423722,2.4685072476582306,0.05186728395064044,3.338154929258458,0.07499969135803575,3.7634111728337345,0.13719753086418418,4.838075705245302,0.2035450617283565,7.646663883169715
27640000000.0,-7.465600000000001,-10.0397,46.3834654579463,-412.72615096179175,-78.5921,-480.2739,-12.814533333333335,37.855,0.0168970674276351,0.3623664081096649,-0.0074202148243784,5.000000476837158,2.0,-3.299999952316284,0.0171767193824052,0.3636562526226043,-0.0074229100719094,RXEM1-000036,1,-20.0,1.7012699897525887,1.4210854715202004e-14,0.6239587759053578,1.4210854715202004e-14,1.3172795870999536,0.023756790123460325,2.5239022054431146,0.06116327160496304,3.419053367099025,0.08040308641974958,3.8283618524867222,0.13719753086418418,4.838075705245302,0.2035450617283565,7.646663883169715
27650000000.0,-7.649893333333335,-14.2228,46.51318532149179,-418.85072292490105,-81.8619,-485.8591,-12.794506666666667,39.0287,0.0168970674276351,0.3623664081096649,-0.0074202148243784,5.000000476837158,2.0,-3.299999952316284,0.0171767193824052,0.3636562526226043,-0.0074229100719094,RXEM1-000036,1,-20.0,1.7012699897525887,1.4210854715202004e-14,0.6359674318064208,4.929390229335695e-14,1.3536825884838706,0.026333950617263735,2.591589397242487,0.0716796296296236,3.5149260123014017,0.08040308641974958,3.8967940378589176,0.13719753086418418,4.838075705245302,0.2035450617283565,7.646663883169715
27660000000.0,-7.8932600000000015,-18.3559,46.63124848718167,-424.9752948880104,-78.7732,-500.6459999999999,-12.768520000000002,39.9027,0.0168970674276351,0.3623664081096649,-0.0074202148243784,5.000000476837158,2.0,-3.299999952316284,0.0171767193824052,0.3636562526226043,-0.0074229100719094,RXEM1-000036,1,-20.0,1.701269989752603,1.4210854715202004e-14,0.6534340022324372,0.007639007221966088,1.39675026173407,0.0319759259259611,2.6414930700469483,0.0729438271605074,3.6141468968097143,0.08040308641974958,3.9637195940178387,0.13719753086418418,4.838075705245302,0.2035450617283565,7.646663883169715
27670000000.0,-8.191140000000003,-20.725,46.765731282071364,-431.09986685111977,-85.4586,-528.5514999999999,-12.758120000000002,41.4128,0.0168970674276351,0.3623664081096649,-0.0074202148243784,5.000000476837158,2.0,-3.299999952316284,0.0171767193824052,0.3636562526226043,-0.0074229100719094,RXEM1-000036,1,-20.0,1.701269989752603,1.4210854715202004e-14,0.6623568951581831,0.01715424901190965,1.4303812332890544,0.03851111111114136,2.6805298665627717,0.0729438271605074,3.6882020837130156,0.08040308641974958,4.018468316586748,0.13719753086418418,4.838075705245302,0.2035450617283565,7.646663883169715
27680000000.0,-8.517286666666669,-21.7482,46.89080936842264,-437.22443881422913,-81.9739,-561.3158999999999,-12.75674,40.9608,0.0168970674276351,0.3623664081096649,-0.0074202148243784,5.000000476837158,2.0,-3.299999952316284,0.0171767193824052,0.3636562526226043,-0.0074229100719094,RXEM1-000036,1,-20.0,1.701269989752603,4.929390229335695e-14,0.6679778025797347,0.01715424901190965,1.442546741914839,0.043623148148153934,2.710937840153889,0.07499969135803575,3.7634111728337345,0.08040308641974958,4.084256371687928,0.13719753086418418,4.838075705245302,0.2035450617283565,7.646663883169715
27690000000.0,-8.919073333333333,-22.4588,47.03689946017874,-443.3490107773385,-83.3986,-535.9304000000001,-12.757633333333334,41.4716,0.0168970674276351,0.3623664081096649,-0.0074202148243784,5.000000476837158,2.0,-3.299999952316284,0.0171767193824052,0.3636562526226043,-0.0074229100719094,RXEM1-000036,1,-20.0,1.701269989752603,0.007639007221966088,0.6679055336672732,0.01849753086423722,1.450481913804559,0.043623148148153934,2.731257899197196,0.08040308641974958,3.8283618524867222,0.08040308641974958,4.151889752130728,0.13719753086418418,4.838075705245302,0.2035450617283565,7.646663883169715
